col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,movie_facebook_likes,movie_title_word_nums,movie_title_avg_length,plot_keywords_word_nums,plot_keywords_avg_length,Game-Show,Documentary,Sport,History,Short,Crime,Mystery,Action,Reality-TV,Drama,Comedy,Musical,Film-Noir,Thriller,Adventure,War,News,Animation,Western,Romance,Family,Sci-Fi,Music,Horror,Biography,Fantasy,color_ Black and White,color_Color,color_Other,language_English,language_French,language_Other,country_Australia,country_Canada,country_China,country_France,country_Germany,country_India,country_Italy,country_Other,country_Spain,country_UK,country_USA,content_rating_G,content_rating_Not Rated,content_rating_Other,content_rating_PG,content_rating_PG-13,content_rating_R,aspect_ratio_1.33,aspect_ratio_1.37,aspect_ratio_1.78,aspect_ratio_1.85,aspect_ratio_2.35,aspect_ratio_Other
1,0,0,2,0,0,1,1,9.50342044922012,25.209789544431626,8.151532617448266,15.834861834158243,20.468809094461797,570.211257633985,37.423970388602115,32.395846500770475,1.1431511139442427,9.488987541695257,381.67835218490575,7.0411239664650785e+152,21.739101001519668,-8.998690238042157,1,1.0,5,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0,0,1,1,1,1,10.694685563482631,19.681192656367845,7.225853130760081,14.566603709876466,18.6119840186913,769.0521987016158,35.51140469437381,26.830917293925882,-7.132390528472842,9.020573079212962,381.67835218490575,5.435874941794677e+152,11.834503337509991,-8.998690238042157,5,5.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,1,2,6.093234140632227,22.201156743261397,3.0286298493099286,14.405948016543745,20.631573785328147,542.4422580688894,23.204933303506557,30.22142141681591,0.0,6.09435649996388,381.67835218490575,7.0411239664650785e+152,14.995271276545825,6.252225098332072,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0,1,2,0,11.108561322644743,18.699293630694505,1.1783969126109828,5.708708382743092,11.168698731653652,650.8341866472881,33.74349673971678,14.577984663715785,-7.132390528472842,8.040027719163497,179.75559982630287,1.8577425655400066e+152,5.387714594722554,-8.998690238042157,1,1.0,5,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2,0,0,0,2,0,0,1,10.973332253996332,39.56068430989062,9.508550317920522,14.629557205295523,18.340402078197503,202.52926300704416,21.548777112228027,26.274999550226894,-7.132390528472842,8.664949026810449,381.67835218490575,4.830421385275114e+152,12.24844384231713,7.446704537917577,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,1,2,0,0,0,0,1,14.648825136737331,20.392904828343685,7.857652954399458,13.536109001143089,11.058930879105297,596.5190382417508,37.50426313271078,18.34379869930544,0.0,11.377816350275621,394.8227236799946,8.89739224429296e+152,12.234338226358696,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,3,0,0,1,1,0,13.193963216296062,21.31229964932151,6.543699630880368,11.308019576513452,18.048352075755126,299.7633692221513,26.869014322836833,25.68489467985306,0.7107036220284579,6.922386040085,372.16098959648946,1.0972086214296199e+153,12.744124033715552,10.301158775258461,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,2,1,1,0,12.412264091487396,24.104171400072577,10.595609204556094,10.477048020013227,10.213889367376392,565.4314351473612,32.36805398747459,16.20908884254705,0.0,9.861695765438247,379.3608743186689,7.733057715039454e+152,9.926742129423907,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,2,0,0,0,2,0,11.583390584949885,20.509614980232534,5.936342888596256,14.541216834441073,18.340402078197503,513.3219351426059,27.915574318811245,29.439957897030048,0.0,8.731495206784347,379.3608743186689,7.733057715039454e+152,21.310819572389256,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0,0,3,0,0,2,13.781317952088688,20.509614980232534,8.021148455384603,25.29775742700619,18.048352075755126,455.6714355033989,33.35926410815107,29.029820251649983,0.0,9.916910172920199,383.95729426418944,8.692075404612098e+152,18.38766783627814,-8.998690238042157,1,1.0,5,5.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0,2,0,0,1,1,10.835419361910786,18.948523468825623,3.3194059442687167,3.8299368744848548,4.883589700266499,455.1840650434972,29.56987232927317,7.928680804924703,1.1431511139442427,10.72602224425502,379.3608743186689,8.103550822163713e+152,4.420318391597207,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,2,0,0,0,1,0,1,8.449046866551326,25.893446049114342,9.525512070370976,16.149501238379113,17.73220203959285,780.5257163661773,33.63259655339999,26.270480324332553,-7.132390528472842,7.9561465792546215,377.00328964360637,6.562305901336497e+152,12.744124033715552,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,0,2,1,1,11.625039676871802,20.039550725644368,3.846271394679515,8.872184788750259,9.081877192576302,488.2342982589707,29.721737028066354,14.212373089014562,0.0,6.498046194566504,381.67835218490575,9.767181596226106e+152,9.106258117484535,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,1,1,0,0,1,15.870910635823908,19.317599953343287,7.168890695821186,12.01957056660195,21.085381805432004,478.84825669693726,35.53428043248371,30.445126605831646,-7.132390528472842,8.555401547300267,372.16098959648946,9.997313208433525e+152,12.606554583032816,10.760629486449977,2,2.0,5,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0,0,2,0,3,18.534466793079453,21.19911242736256,6.19031175643627,15.555426251144516,19.543000368586974,750.8969443571123,44.982400049814494,28.310886557204313,0.7107036220284579,10.280090737009411,377.00328964360637,1.0232748645786954e+153,12.654038350768978,11.868162694188447,3,3.0,5,5.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,2,1,0,1,12.883499289868316,22.849575234553097,5.058033700252126,12.76466099864333,17.00710801925186,713.5835935217538,39.43689659771793,23.844394283781604,0.0,11.93642991488087,377.00328964360637,7.554079904982775e+152,10.367243419628343,10.301158775258461,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
2,1,0,0,0,1,0,1,14.090514413883543,18.19281691645567,6.077046589414098,10.186729564149248,9.877991856729231,696.7654289718514,36.748718492186576,16.244451068008306,-7.132390528472842,10.385121406762268,383.95729426418944,7.733057715039454e+152,10.893038364097512,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,2,1,1,11.241233296228618,18.948523468825623,4.195647996577404,14.451414731101082,20.468809094461797,658.6361205482442,34.862795680564496,29.618715329392348,0.0,9.581133129544943,377.00328964360637,8.491397570324431e+152,12.4998526344681,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,2,1,1,1,5.2638915177016905,22.09161261177373,5.6453692979552885,13.739792367246359,10.39160840625731,617.1141271157106,25.026373029007175,19.456684090118955,0.0,5.263057206366892,372.16098959648946,6.409897224106681e+152,11.03613807471317,-8.998690238042157,1,1.0,5,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,2,1,0,1,0,0,16.308379421149972,22.742533280074767,7.292306665552265,15.056892759861283,11.106859051621786,782.2676610368861,36.372565027389655,20.52707160280526,2.0885606804444135,10.555930276206428,379.3608743186689,1.0473607417455784e+153,12.126725099135305,11.262019070124149,2,2.0,5,5.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,1,0,1,1,1,9.446244048587426,34.20281658007733,8.42564218311279,14.083338788599773,11.017922812500686,583.5569144222944,25.365114041409942,18.2834346277875,0.7107036220284579,8.705047848498838,348.18862223024126,3.2258491292778496e+152,11.786683647510978,-8.998690238042157,1,1.0,5,5.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,0,0,2,1,0,0,13.022977756664218,20.74146902208752,7.025768748201536,13.307953918719443,14.88388295772584,544.0278075050089,32.46833665083222,22.169672074404957,0.7107036220284579,7.394598525461498,377.00328964360637,1.0232748645786954e+153,12.173758118161192,10.835319173706617,4,4.0,5,5.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,0,1,0,0,0,2,1,11.499367242760025,21.871213059758055,5.693019254552857,13.41937053722708,18.048352075755126,530.6318820624742,27.14013965754317,26.796221229094066,0.0,8.470598176925007,377.00328964360637,8.103550822163713e+152,16.434405353069984,7.315588531068777,2,2.0,5,5.0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,1,2,0,1,0,5.983967000578743,22.635086793159036,-5.681413432040323,11.368710992067173,18.340402078197503,529.5568444035787,22.253370186375207,26.0501350270523,-7.132390528472842,6.38040669328213,377.00328964360637,7.0411239664650785e+152,11.202028324195368,-8.998690238042157,5,5.0,5,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,1,2,2,13.427410526630107,22.310271002731756,6.037838874488914,12.468857832024126,10.143631678985031,505.9604388603387,31.51137973522598,15.864469072295128,-7.132390528472842,11.115500960236771,350.7875362504635,8.103550822163713e+152,10.929396396833077,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,1,0,0,1,16.726774020652254,17.80557504735651,6.559114065516585,12.62823246962368,9.399488529384207,590.0077035871996,35.62808322058741,16.897573737926496,0.0,10.6751187284796,377.00328964360637,9.542236876024174e+152,10.39779153672761,-8.998690238042157,1,1.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,2,2,0,1,11.625039676871802,23.795505638562986,4.9221557017287205,11.158929271361346,10.258584074951258,503.61721919141877,32.454618486773356,17.33593357803186,-7.132390528472842,10.042330660808542,350.7875362504635,5.973159112963366e+152,9.774889494724093,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,0,1,2,16.794793716136585,20.157880526944833,8.405656757629487,15.93502120503212,17.73220203959285,515.7772338401863,33.80074528170313,26.71860886071884,0.7107036220284579,9.729205627613137,377.00328964360637,9.997313208433525e+152,14.995271276545825,11.03602354626213,3,3.0,5,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3,0,0,1,1,0,0,0,12.918599637794918,22.418960668373344,3.4057508107089114,15.388626091725753,20.468809094461797,454.8885208602822,29.094447784479065,31.711313625806323,0.0,9.550704399143143,377.00328964360637,7.916183360314539e+152,20.84502301103058,7.110944812769084,2,2.0,5,5.0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,1,2,0,0,1,6.885465864470818,20.625800588971604,1.784494214453608,14.685600458477767,15.546718247424444,435.1962717332283,28.475635542004763,22.882367819187603,-7.132390528472842,9.796107934688596,377.00328964360637,6.562305901336497e+152,12.49656966138739,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,1,0,0,1,0,13.49289845092494,22.635086793159036,9.377549252883458,3.8299368744848548,18.340402078197503,453.54844049739717,40.95769361138329,25.3185158185915,0.7107036220284579,10.96339707385437,394.8227236799946,8.692075404612098e+152,5.183351887545688,10.184872867533347,3,3.0,5,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,2,0,2,0,1,0,16.61234818929132,17.675020622098305,9.87992030885102,13.950026254203673,15.546718247424444,86.93071064801985,37.18521256864834,21.780481506779797,1.4577109125009917,13.012975885388208,347.84692190783215,8.103550822163713e+152,11.436484790378675,-8.998690238042157,1,1.0,5,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,1,1,0,0,12.029016170119567,19.072174475558555,4.247607077626386,13.3560027611333,10.971056017064292,465.5241813043871,27.851463182376722,18.77017869509895,0.0,8.383370229575146,372.16098959648946,1.0232748645786954e+153,12.01949715366209,10.97260267454718,4,4.0,5,5.0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,2,0,0,1,0,1,0,16.839880321772014,21.537251150539216,6.76381996098562,12.174086537880575,18.048352075755126,304.6609586265582,40.92316382492765,25.39473752659637,1.4577109125009917,12.989243292983632,381.67835218490575,1.0720011664067163e+153,10.078269756267359,12.180814618793251,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,1,0,0,1,2,1,10.647122097160898,20.157880526944833,3.5658920521954234,12.818189126088035,10.049427841884388,298.1059133492726,25.544039009758524,16.744612418938054,0.0,7.179740161568414,383.95729426418944,9.767181596226106e+152,10.671623080285537,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0,0,1,2,1.7603933114095998,9.684947592692566,10.691813236052756,10.871909091802186,10.831042283171753,551.9674275471093,14.315904502729115,15.765841136305871,0.0,3.779857006266706,369.92901431641224,3.1497975487321673e+152,9.250629211371578,6.5409388935378265,14,14.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2,0,1,0,1,0,0,1,14.845826061396112,20.74146902208752,-5.681413432040323,6.320787440101081,11.168698731653652,192.52048076252956,26.069906169198507,15.06524761457833,1.4577109125009917,6.38040669328213,335.33252444133194,9.542236876024174e+152,8.045902008695258,-8.998690238042157,1,1.0,5,5.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,2,0,1,0,0,0,11.707629803950734,21.31229964932151,7.122224228627438,10.025467538291121,11.168698731653652,714.8538235169448,38.82247908219085,16.537280742404594,-7.132390528472842,11.733842245322071,374.60392380297174,8.103550822163713e+152,10.248423060208955,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,2,2,1,0,0,0,0,3.2347624347839496,20.275662587391874,8.52311157358194,2.199874879305896,8.616224459791043,551.9674275471093,11.300635391460148,11.574249168874944,-7.132390528472842,1.8637131916053093,369.92901431641224,1.0972086214296199e+153,7.763700620162331,5.369169297312424,5,5.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,3,0,2,0,0,13.460219981417561,24.912179424574767,7.90793918068892,16.333283857154726,18.6119840186913,578.6483172822382,36.57121386562282,27.924619403579072,0.0,12.216611324581374,423.2208348472159,7.916183360314539e+152,16.434405353069984,-8.998690238042157,3,3.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,2,0,2,1,0,0,10.788828619745814,21.08544238876808,1.514922054301728,7.897893044292493,10.272187317359773,442.235107969509,27.100702926727394,14.437878654996464,0.0,7.78082611423772,374.60392380297174,8.295256162806336e+152,9.487640809406996,6.659985729228643,2,2.0,5,5.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0,2,0,1,15.412036010159127,20.97128297461075,-5.681413432040323,15.154503483964119,18.6119840186913,932.3380875430538,49.789845989677715,27.512677566105502,-7.132390528472842,16.25891599493714,372.16098959648946,7.554079904982775e+152,16.434405353069984,10.596461207273087,3,3.0,5,5.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,2,0,2,0,0,1,0,16.018987935907393,20.392904828343685,3.640504062020976,6.411799173999505,6.421084811978457,420.68451439789135,35.942457855513965,10.66226434981154,1.9122483866250761,8.13764380542507,377.00328964360637,1.0232748645786954e+153,6.411376088579128,10.301158775258461,4,4.0,5,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2,0,0,0,1,0,11.241233296228618,20.157880526944833,5.468798449252254,11.416684437553778,10.427065654688548,319.64373588786106,27.94981874516525,16.802026446906318,-7.132390528472842,7.651486481556314,374.60392380297174,9.997313208433525e+152,11.115228905588912,10.301158775258461,3,3.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,1,0,2,0,2,9.943012368676317,23.062464520949693,5.8512711836991365,10.477048020013227,10.206946374400687,664.9244255655136,36.03646902581558,16.639988795973156,-7.132390528472842,9.229717948178868,242.69205366575207,5.309124518946923e+152,11.427589159528605,-8.998690238042157,3,3.0,5,5.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2,0,2,1,0,0,0,0,21.277107979680096,24.3081961395766,10.30615206639891,32.94191366689356,22.10384657132581,768.6134254234839,43.897290343006794,38.46718793328421,1.706221151290833,12.641323236087322,372.16098959648946,1.0473607417455784e+153,25.287403520027965,12.473136708883816,2,2.0,5,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,1,0,0,2,0,15.146841023815483,21.08544238876808,6.208590818012766,14.904216029935231,19.329763164319157,788.3785812024182,40.3005880967503,27.89006777872432,0.0,9.63123111249797,372.16098959648946,9.542236876024174e+152,12.410147175569632,10.184872867533347,2,2.0,5,5.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,1,0,1,0,12.107237760746143,20.74146902208752,5.807332396508464,11.440482187058782,11.1292786825251,714.8735159671005,30.793426181809714,16.887906448909966,-7.132390528472842,10.205454963921682,431.6025857078873,7.554079904982775e+152,10.671623080285537,-8.998690238042157,2,2.0,5,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,0,1,1,0,1,11.949967269410442,21.08544238876808,-5.681413432040323,14.704154551868596,11.168698731653652,717.9719121604535,43.46668121453821,19.23587681786832,-7.132390528472842,10.129157432110238,372.16098959648946,5.973159112963366e+152,12.318147960971995,10.407527624813037,6,6.0,5,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,2,0,0,0,0,1,1,19.588047678265553,18.82423336731868,-5.681413432040323,15.885157338253375,19.938598887742515,731.696767640321,43.15638902252684,31.449955630449406,-7.132390528472842,13.305820055172047,372.16098959648946,1.0720011664067163e+153,21.739101001519668,12.823767844318521,1,1.0,5,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,0,0,1,2,0,18.28358096081699,23.378880640723576,9.23455291073696,14.862381741765454,11.168698731653652,791.4131901918666,40.03489320013028,20.283696218517743,-7.132390528472842,14.677363392047722,372.16098959648946,1.0972086214296199e+153,12.539017692265997,13.074657102188338,4,4.0,5,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,0,1,0,0,0,2,0,10.55098222126429,18.19281691645567,-5.681413432040323,19.81748371209885,18.6119840186913,705.9559326644417,28.770895764676066,29.185203498376318,1.1431511139442427,8.65146647857505,367.13663788646227,8.295256162806336e+152,17.51447368385126,7.002875764810646,5,5.0,5,5.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,1,1,0,0,1,1,0,9.388534651629287,25.406632897599835,9.60865137072479,16.351814866428317,19.745585029856983,700.3392687473595,34.384881446550594,31.24173641585671,1.1431511139442427,9.240945999555006,372.16098959648946,7.0411239664650785e+152,21.739101001519668,-8.998690238042157,4,4.0,5,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
